product_id,cost,base_price,weight_gms,importance_id
149,135,162.0,1490,1
150,149,178.79999999999998,1062,1
151,220,264.0,2551,2
152,98,117.6,1269,2
153,97,116.39999999999999,1238,1
154,183,219.6,3932,1
155,162,194.4,1869,2
156,114,136.79999999999998,1443,1
157,275,330.0,2491,1
158,203,243.6,3845,2
159,205,246.0,3671,3
160,149,178.79999999999998,1946,1
161,112,134.4,1138,2
162,207,248.39999999999998,3482,2
163,261,313.2,3427,1
164,274,328.8,3375,2
165,141,169.2,1692,1
166,166,199.2,1498,2
167,141,169.2,1020,3
168,152,182.4,1709,1
169,250,300.0,2478,1
170,161,193.2,1809,2
171,185,222.0,2263,2
172,176,211.2,1096,3
173,148,177.6,1550,1
174,270,324.0,2751,1
175,242,290.4,3935,1
176,150,180.0,1285,2
177,192,230.39999999999998,3872,3
178,116,139.2,1314,2
179,192,230.39999999999998,3995,2
180,255,306.0,3440,2
181,161,193.2,1294,2
182,157,188.4,1487,1
183,164,196.79999999999998,1940,3
184,162,194.4,1052,2
185,146,175.2,1486,1
186,209,250.79999999999998,3001,2
187,134,160.79999999999998,1386,2
188,222,266.4,3778,2
189,139,166.79999999999998,1233,1
190,134,160.79999999999998,1415,1
191,130,156.0,1092,1
192,133,159.6,1596,1
193,140,168.0,1411,1
194,158,189.6,1968,1
195,270,324.0,1736,1
196,140,168.0,1030,1
197,135,162.0,1339,1
198,136,163.2,1568,1
199,142,170.4,7640,2
200,154,184.79999999999998,7846,2
201,139,166.79999999999998,1471,1
202,160,192.0,1251,1
203,134,160.79999999999998,1067,1
204,161,193.2,1883,3
205,155,186.0,1602,1
206,145,174.0,7588,2
207,157,188.4,1477,1
208,160,192.0,1691,1
209,152,182.4,1498,1
210,148,177.6,1502,3
211,127,152.4,1522,1
212,154,184.79999999999998,1113,1
213,127,152.4,1341,1
214,160,192.0,7401,2
215,129,154.79999999999998,1219,1
216,158,189.6,1722,1
217,185,222.0,3131,2
218,176,211.2,1293,3
219,148,177.6,1523,1
220,270,324.0,3885,1
221,242,290.4,2381,1
222,150,180.0,1588,2
223,192,230.39999999999998,2061,3
224,192,230.39999999999998,3331,2
225,255,306.0,2771,2
226,161,193.2,1496,2
227,157,188.4,1393,1
228,164,196.79999999999998,1375,3
229,162,194.4,1278,2
230,146,175.2,1528,1
231,209,250.79999999999998,2240,2
232,134,160.79999999999998,1088,2
233,222,266.4,3626,2
234,139,166.79999999999998,1582,1
235,134,160.79999999999998,1352,1
236,130,156.0,1801,1
237,133,159.6,1268,1
238,140,168.0,1372,1
239,158,189.6,1515,1
240,270,324.0,1818,1
241,140,168.0,1278,1
242,135,162.0,1734,1
243,136,163.2,1958,1
244,142,170.4,6064,2
245,154,184.79999999999998,7684,2
246,139,166.79999999999998,1788,1
247,160,192.0,1030,1
248,134,160.79999999999998,1530,1
249,161,193.2,1511,3
250,155,186.0,1639,1
251,145,174.0,6102,2
252,157,188.4,1930,1
253,160,192.0,1399,1
254,152,182.4,1800,1
255,148,177.6,1349,3
256,127,152.4,1128,1
257,129,154.79999999999998,6614,2
258,158,189.6,1245,1
259,147,176.4,1920,1
260,159,190.79999999999998,1621,1
261,151,181.2,1930,1
262,294,352.8,1089,1
263,226,271.2,1446,2
264,271,325.2,1813,3
265,203,243.6,1856,2
266,264,316.8,1648,1
267,258,309.59999999999997,2211,2
268,241,289.2,3078,1
269,208,249.6,2056,2
270,209,250.79999999999998,3054,2
271,182,218.4,2707,2
272,148,177.6,1087,2
273,183,219.6,3199,2
274,229,274.8,2717,2
275,115,138.0,1692,1
276,136,163.2,1962,1
277,212,254.39999999999998,3307,1
278,171,205.2,1304,1
279,151,181.2,1925,1
280,205,246.0,3062,2
281,147,176.4,1132,2
282,155,186.0,1712,1
283,165,198.0,1150,1
284,230,276.0,3249,1
285,181,217.2,2309,2
286,234,280.8,3308,1
287,149,178.79999999999998,1977,1
288,156,187.2,1561,1
289,172,206.4,1858,2
290,270,324.0,3279,1
291,206,247.2,3807,2
292,211,253.2,3106,2
293,136,163.2,1090,1
294,186,223.2,3981,3
295,202,242.39999999999998,3398,2
296,183,219.6,3646,2
297,232,278.4,2861,1
298,147,176.4,1129,2
299,136,163.2,1531,2
300,127,152.4,1446,1
301,202,242.39999999999998,3695,2
302,241,289.2,3671,1
303,222,266.4,3833,2
304,183,219.6,2777,2
305,249,298.8,3769,2
306,243,291.59999999999997,3838,3
307,163,195.6,1257,2
308,165,198.0,1596,3
309,266,319.2,3089,2
310,193,231.6,3909,2
311,154,184.79999999999998,1136,1
312,140,168.0,1046,2
313,272,326.4,3705,2
314,143,171.6,1654,2
315,138,165.6,1805,1
316,238,285.59999999999997,3358,3
317,273,327.59999999999997,2373,2
318,200,240.0,2551,2
319,213,255.6,2381,1
320,224,268.8,2701,2
321,141,169.2,1672,2
322,150,180.0,1040,1
323,192,230.39999999999998,2818,1
324,279,334.8,3440,2
325,246,295.2,3748,2
326,173,207.6,1587,2
327,233,279.59999999999997,2358,2
328,274,328.8,2423,2
329,243,291.59999999999997,2782,2
330,197,236.39999999999998,3427,2
331,140,168.0,1072,3
332,215,258.0,2585,2
333,211,253.2,3710,2
334,220,264.0,2854,1
335,194,232.79999999999998,2026,1
336,262,314.4,3599,2
337,201,241.2,3147,1
338,261,313.2,2989,2
339,191,229.2,3425,1
340,255,306.0,3775,2
341,169,202.79999999999998,1698,3
342,162,194.4,1918,2
343,248,297.59999999999997,2750,1
344,197,236.39999999999998,2222,1
345,264,316.8,2882,1
346,260,312.0,2791,2
347,186,223.2,2259,2
348,233,279.59999999999997,2551,1
349,161,193.2,1954,1
350,188,225.6,2409,1
351,171,205.2,1695,2
352,267,320.4,2481,2
353,255,306.0,2956,3
354,132,158.4,1303,1
355,266,319.2,3157,1
356,198,237.6,2774,1
357,247,296.4,3127,2
358,140,168.0,1291,2
359,131,157.2,1659,1
360,246,295.2,3236,2
361,159,190.79999999999998,1681,2
362,203,243.6,3642,2
363,187,224.4,3141,3
364,146,175.2,1936,1
365,234,280.8,2099,2
366,122,146.4,1354,3
367,135,162.0,1074,1
368,103,123.6,1403,1
369,257,308.4,2173,2
370,169,202.79999999999998,1399,1
371,159,190.79999999999998,1808,2
372,188,225.6,3031,1
373,136,163.2,1420,2
374,227,272.4,3007,1
375,262,314.4,3275,1
376,157,188.4,1965,1
377,238,285.59999999999997,2053,2
378,152,182.4,1282,1
379,201,241.2,2040,2
380,148,177.6,1778,1
381,199,238.79999999999998,2885,1
382,215,258.0,3501,1
383,175,210.0,1270,1
384,236,283.2,3123,3
385,182,218.4,2896,2
386,251,301.2,3698,2
387,173,207.6,1855,1
388,225,270.0,2587,1
389,167,200.4,1705,1
390,259,310.8,2154,1
391,178,213.6,1573,2
392,178,213.6,1614,2
393,169,202.79999999999998,1765,1
394,272,326.4,2321,1
395,183,219.6,3251,1
396,205,246.0,2728,1
397,123,147.6,1036,1
398,152,182.4,1453,1
399,220,264.0,3773,3
400,134,160.79999999999998,1965,1
401,217,260.4,2992,3
402,265,318.0,2791,1
403,249,298.8,3836,2
404,213,255.6,2003,2
405,124,148.79999999999998,1494,1
406,180,216.0,1193,1
407,193,231.6,2267,2
408,192,230.39999999999998,3339,2
409,166,199.2,1832,2
410,264,316.8,3861,2
411,200,240.0,3528,2
412,142,170.4,1396,2
413,215,258.0,3066,1
414,218,261.59999999999997,2745,1
415,115,138.0,1814,1
416,159,190.79999999999998,1330,1
417,133,159.6,1218,1
418,178,213.6,1517,1
419,134,160.79999999999998,1714,1
420,184,220.79999999999998,2544,2
421,251,301.2,2405,2
422,141,169.2,1933,1
423,229,274.8,3776,2
424,203,243.6,3813,1
425,158,189.6,1911,2
426,167,200.4,1755,2
427,197,236.39999999999998,3303,1
428,140,168.0,1806,1
429,205,246.0,3569,2
430,208,249.6,2018,1
431,96,115.19999999999999,1294,1
432,205,246.0,2064,1
433,215,258.0,2953,2
434,216,259.2,2643,1
435,112,134.4,1846,3
436,222,266.4,3632,1
437,186,223.2,2153,2
438,241,289.2,2841,2
439,172,206.4,1269,1
440,251,301.2,2426,3
441,190,228.0,2628,3
442,186,223.2,2805,2
443,207,248.39999999999998,2596,2
444,135,162.0,1366,1
445,189,226.79999999999998,2955,2
446,173,207.6,1691,2
447,194,232.79999999999998,2169,2
448,183,219.6,3018,1
449,140,168.0,1248,1
450,244,292.8,2782,2
451,189,226.79999999999998,3355,1
452,157,188.4,1390,2
453,275,330.0,2726,2
454,133,159.6,1467,1
455,149,178.79999999999998,1178,2
456,254,304.8,3153,3
457,145,174.0,1429,1
458,179,214.79999999999998,1991,1
459,168,201.6,1526,1
460,202,242.39999999999998,3940,2
461,220,264.0,2620,1
462,244,292.8,2703,1
463,186,223.2,3111,2
464,263,315.59999999999997,3139,2
465,294,352.8,1318,1
466,226,271.2,1043,2
467,173,207.6,1175,2
468,194,232.79999999999998,2277,2
469,183,219.6,3459,1
470,140,168.0,1770,1
471,244,292.8,3318,2
472,189,226.79999999999998,3413,1
473,157,188.4,1525,2
474,275,330.0,2093,2
475,133,159.6,1092,1
476,149,178.79999999999998,1863,2
477,254,304.8,3973,3
478,145,174.0,1594,1
479,179,214.79999999999998,1113,1
480,168,201.6,1317,1
481,202,242.39999999999998,3181,2
482,220,264.0,2141,1
483,244,292.8,3562,1
484,186,223.2,2062,2
485,263,315.59999999999997,2236,2
486,294,352.8,1498,1
487,139,166.79999999999998,1811,1
488,192,230.39999999999998,1550,1
489,235,282.0,3065,1
490,176,211.2,1996,1
491,224,268.8,2627,1
492,128,153.6,1524,2
493,226,271.2,2240,1
494,160,192.0,1526,2
495,197,236.39999999999998,2224,1
496,216,259.2,2273,1
497,199,238.79999999999998,3075,1
498,271,325.2,3957,1
499,201,241.2,2657,1
500,212,254.39999999999998,2021,1
501,177,212.4,1641,1
502,191,229.2,2903,2
503,174,208.79999999999998,1986,1
504,162,194.4,1045,1
505,219,262.8,2696,1
506,155,186.0,1421,2
507,230,276.0,2923,2
508,192,230.39999999999998,2497,2
509,235,282.0,2984,1
510,200,240.0,3642,1
511,172,206.4,1667,2
512,160,192.0,1603,1
513,250,300.0,2722,1
514,174,208.79999999999998,1682,1
515,204,244.79999999999998,3608,3
516,274,328.8,3476,2
517,262,314.4,3744,2
518,138,165.6,1785,2
519,215,258.0,3873,2
520,145,174.0,1773,1
521,149,178.79999999999998,1141,2
522,212,254.39999999999998,2359,2
523,155,186.0,1193,2
524,154,184.79999999999998,1238,1
525,249,298.8,2173,2
526,206,247.2,3490,1
527,235,282.0,2015,2
528,261,313.2,3257,2
529,243,291.59999999999997,3537,3
530,237,284.4,3103,3
531,179,214.79999999999998,1900,1
532,192,230.39999999999998,3498,1
533,141,169.2,1838,2
534,245,294.0,2188,1
535,177,212.4,1774,2
536,154,184.79999999999998,1897,3
537,228,273.59999999999997,3359,2
538,207,248.39999999999998,3702,3
539,266,319.2,2701,2
540,172,206.4,1707,2
541,142,170.4,1512,1
542,218,261.59999999999997,3200,1
543,231,277.2,2962,1
544,180,216.0,1434,1
545,168,201.6,1886,1
546,147,176.4,1642,3
547,245,294.0,3592,1
548,182,218.4,3792,2
549,176,211.2,1567,2
550,197,236.39999999999998,2917,2
551,233,279.59999999999997,3519,2
552,156,187.2,1145,1
553,257,308.4,2073,2
554,250,300.0,3373,1
555,189,226.79999999999998,3301,1
556,255,306.0,3311,3
557,198,237.6,3514,2
558,164,196.79999999999998,1489,2
559,271,325.2,3785,2
560,185,222.0,3299,2
561,157,188.4,1764,3
562,137,164.4,1673,2
563,229,274.8,2164,1
564,234,280.8,2449,2
565,216,259.2,3578,1
566,163,195.6,1940,1
567,268,321.59999999999997,2526,1
568,205,246.0,2988,2
569,265,318.0,2969,2
570,236,283.2,3416,2
571,132,158.4,1901,1
572,234,280.8,3108,2
573,108,129.6,1745,1
574,276,331.2,3706,1
575,179,214.79999999999998,1063,1
576,230,276.0,2225,2
577,210,252.0,2096,2
578,173,207.6,1992,1
579,201,241.2,3894,2
580,214,256.8,3342,1
581,216,259.2,3024,2
582,144,172.79999999999998,1313,2
583,182,218.4,3039,2
584,163,195.6,1369,2
585,234,280.8,2334,2
586,158,189.6,1307,3
587,194,232.79999999999998,3496,2
588,201,241.2,2497,2
589,178,213.6,1933,2
590,214,256.8,2669,2
591,281,337.2,3047,2
592,260,312.0,2176,2
593,200,240.0,3174,2
594,209,250.79999999999998,2581,3
595,185,222.0,3280,1
596,230,276.0,2236,1
597,134,160.79999999999998,1540,2
598,270,324.0,2821,1
599,140,168.0,1464,2
600,133,159.6,1367,2
601,145,174.0,1218,2
602,206,247.2,2135,2
603,162,194.4,1125,1
604,187,224.4,3665,1
605,166,199.2,1203,1
606,178,213.6,1819,1
607,167,200.4,1967,3
608,224,268.8,3145,3
609,158,189.6,1224,2
610,134,160.79999999999998,1198,2
611,147,176.4,1387,2
612,187,224.4,2207,1
613,247,296.4,2404,2
614,182,218.4,2212,3
615,177,212.4,1049,2
616,143,171.6,1066,3
617,245,294.0,3231,2
618,133,159.6,1834,2
619,224,268.8,3891,1
620,265,318.0,3859,1
621,138,165.6,1528,1
622,253,303.59999999999997,3788,1
623,165,198.0,1293,2
624,265,318.0,3578,1
625,238,285.59999999999997,3142,3
626,236,283.2,3402,1
627,190,228.0,3022,3
628,104,124.8,1442,2
629,245,294.0,2616,1
630,155,186.0,1022,2
631,233,279.59999999999997,2143,1
632,171,205.2,1539,1
633,164,196.79999999999998,1491,1
634,141,169.2,1361,1
635,266,319.2,2118,1
636,192,230.39999999999998,3765,1
637,229,274.8,2298,2
638,269,322.8,3171,2
639,247,296.4,2939,1
640,157,188.4,1087,1
641,148,177.6,1280,2
642,240,288.0,2437,1
643,197,236.39999999999998,3617,2
644,121,145.2,1734,1
645,124,148.79999999999998,1107,3
646,153,183.6,1185,2
647,105,126.0,1622,3
648,202,242.39999999999998,3962,2
649,162,194.4,1635,1
650,164,196.79999999999998,1158,2
651,231,277.2,3370,2
652,209,250.79999999999998,2933,2
653,157,188.4,1898,3
654,249,298.8,2725,1
655,264,316.8,2896,1
656,111,133.2,1844,1
657,242,290.4,3606,2
658,169,202.79999999999998,1058,1
659,138,165.6,1056,1
660,158,189.6,1483,1
661,146,175.2,1718,1
662,218,261.59999999999997,2995,2
663,178,213.6,1247,2
664,197,236.39999999999998,3784,1
665,243,291.59999999999997,3230,2
666,254,304.8,2608,3
667,237,284.4,2782,1
668,179,214.79999999999998,1945,1
669,189,226.79999999999998,2108,2
670,244,292.8,3982,2
671,266,319.2,3594,2
672,263,315.59999999999997,2538,3
673,247,296.4,3189,2
674,202,242.39999999999998,2616,1
675,227,272.4,2761,2
676,189,226.79999999999998,2457,1
677,160,192.0,1689,1
678,117,140.4,1618,2
679,202,242.39999999999998,2312,3
680,201,241.2,2487,2
681,273,327.59999999999997,2651,2
682,143,171.6,1038,2
683,137,164.4,1262,3
684,236,283.2,3455,3
685,241,289.2,3844,1
686,187,224.4,3625,1
687,273,327.59999999999997,3516,3
688,170,204.0,1314,1
689,138,165.6,1266,1
690,150,180.0,1034,1
691,140,168.0,1384,3
692,250,300.0,3544,1
693,207,248.39999999999998,2182,2
694,214,256.8,2684,1
695,179,214.79999999999998,1215,1
696,149,178.79999999999998,1110,2
697,151,181.2,1422,1
698,264,316.8,2376,2
699,113,135.6,1037,3
700,281,337.2,2536,2
701,197,236.39999999999998,3730,2
702,265,318.0,3299,1
703,259,310.8,3764,1
704,200,240.0,3806,1
705,111,133.2,1787,3
706,223,267.59999999999997,3670,2
707,241,289.2,2713,1
708,139,166.79999999999998,1152,1
709,192,230.39999999999998,1372,1
710,117,140.4,1527,2
711,202,242.39999999999998,3120,3
712,201,241.2,2066,2
713,273,327.59999999999997,2466,2
714,143,171.6,1910,2
715,137,164.4,1391,3
716,236,283.2,3519,3
717,241,289.2,2935,1
718,187,224.4,3218,1
719,273,327.59999999999997,3462,3
720,170,204.0,1018,1
721,138,165.6,1648,1
722,150,180.0,1682,1
723,140,168.0,1332,3
724,250,300.0,2878,1
725,207,248.39999999999998,2670,2
726,214,256.8,2574,1
727,179,214.79999999999998,1903,1
728,149,178.79999999999998,1068,2
729,151,181.2,1748,1
730,264,316.8,2245,2
731,113,135.6,1402,3
732,281,337.2,2135,2
733,197,236.39999999999998,2065,2
734,265,318.0,3622,1
735,259,310.8,2427,1
736,200,240.0,2741,1
737,111,133.2,1920,3
738,223,267.59999999999997,2127,2
739,241,289.2,3030,1
740,139,166.79999999999998,1277,1
741,192,230.39999999999998,1694,1
742,180,216.0,1481,2
743,153,183.6,1089,1
744,280,336.0,1463,1
745,243,291.59999999999997,1100,2
746,214,256.8,3881,1
747,177,212.4,1112,1
748,182,218.4,3828,2
749,185,222.0,2824,2
750,143,171.6,1281,2
751,162,194.4,1901,2
752,171,205.2,1999,1
753,227,272.4,2589,1
754,205,246.0,2232,1
755,258,309.59999999999997,3033,1
756,195,234.0,3537,2
757,224,268.8,3638,1
758,192,230.39999999999998,2673,1
759,202,242.39999999999998,3986,2
760,235,282.0,3358,2
761,218,261.59999999999997,3818,1
762,176,211.2,1262,2
763,221,265.2,3120,2
764,157,188.4,1370,1
765,259,310.8,2495,1
766,249,298.8,2534,1
767,263,315.59999999999997,2292,1
768,141,169.2,1915,1
769,114,136.79999999999998,1240,2
770,179,214.79999999999998,1004,1
771,179,214.79999999999998,1584,2
772,193,231.6,3523,1
773,137,164.4,1246,2
774,110,132.0,1875,1
775,270,324.0,3582,2
776,175,210.0,1110,2
777,234,280.8,2372,1
778,177,212.4,1113,2
779,153,183.6,1442,1
780,252,302.4,2332,1
781,122,146.4,1213,1
782,215,258.0,2258,2
783,140,168.0,1207,1
784,209,250.79999999999998,2237,1
785,144,172.79999999999998,1500,3
786,210,252.0,2046,1
787,160,192.0,1693,2
788,134,160.79999999999998,1549,1
789,138,165.6,1159,2
790,200,240.0,3485,2
791,133,159.6,1161,2
792,121,145.2,1788,1
793,257,308.4,2489,2
794,255,306.0,3099,1
795,158,189.6,1061,1
796,248,297.59999999999997,2322,1
797,194,232.79999999999998,3795,2
798,184,220.79999999999998,2774,2
799,249,298.8,2797,2
800,170,204.0,1278,2
801,261,313.2,3398,2
802,262,314.4,2370,1
803,224,268.8,2952,2
804,130,156.0,1213,2
805,133,159.6,1379,1
806,145,174.0,1751,1
807,136,163.2,1213,1
808,163,195.6,1658,1
809,183,219.6,2181,1
810,216,259.2,2434,2
811,182,218.4,2005,2
812,191,229.2,2392,1
813,140,168.0,1401,3
814,161,193.2,1165,3
815,200,240.0,2747,1
816,176,211.2,1891,2
817,247,296.4,3645,1
818,262,314.4,3287,1
819,154,184.79999999999998,1532,1
820,186,223.2,3800,2
821,98,117.6,1806,1
822,268,321.59999999999997,3872,1
823,178,213.6,1830,2
824,142,170.4,1428,3
825,160,192.0,1837,1
826,232,278.4,2174,2
827,209,250.79999999999998,2533,1
828,230,276.0,3602,2
829,223,267.59999999999997,2074,1
830,201,241.2,2644,3
831,224,268.8,2937,2
832,251,301.2,3351,1
833,145,174.0,1949,2
834,271,325.2,2563,2
835,218,261.59999999999997,3048,2
836,229,274.8,2628,1
837,278,333.59999999999997,2493,1
838,151,181.2,1920,2
839,232,278.4,2958,1
840,140,168.0,1685,1
841,141,169.2,1619,1
842,182,218.4,3398,2
843,139,166.79999999999998,1977,1
844,145,174.0,1818,2
845,140,168.0,1911,2
846,267,320.4,3589,2
847,191,229.2,2069,3
848,133,159.6,1401,2
849,170,204.0,1446,1
850,170,204.0,1533,1
851,149,178.79999999999998,1636,2
852,279,334.8,3933,2
853,121,145.2,1906,2
854,139,166.79999999999998,1767,1
855,265,318.0,2493,3
856,239,286.8,2472,2
857,119,142.79999999999998,1841,2
858,265,318.0,3896,1
859,144,172.79999999999998,1009,2
860,148,177.6,1537,1
861,269,322.8,2770,2
862,188,225.6,3191,2
863,187,224.4,3725,3
864,168,201.6,1601,3
865,199,238.79999999999998,3371,1
866,261,313.2,2802,1
867,218,261.59999999999997,2304,1
868,196,235.2,2911,1
869,147,176.4,1469,2
870,208,249.6,2777,3
871,178,213.6,1242,1
872,197,236.39999999999998,3080,2
873,206,247.2,3955,1
874,222,266.4,3158,2
875,247,296.4,3461,2
876,222,266.4,2582,2
877,205,246.0,3213,1
878,244,292.8,3571,1
879,194,232.79999999999998,3770,2
880,190,228.0,3548,1
881,169,202.79999999999998,1242,1
882,251,301.2,3443,1
883,161,193.2,1642,2
884,252,302.4,2353,1
885,271,325.2,2693,1
886,150,180.0,1187,2
887,212,254.39999999999998,2069,3
888,198,237.6,3407,3
889,266,319.2,3798,3
890,255,306.0,2266,1
891,166,199.2,1453,3
892,232,278.4,2139,1
893,198,237.6,3015,2
894,170,204.0,1588,1
895,162,194.4,1014,1
896,135,162.0,1378,1
897,242,290.4,3753,2
898,206,247.2,2247,2
899,253,303.59999999999997,2627,2
900,208,249.6,3884,2
901,250,300.0,3463,1
902,143,171.6,1996,2
903,236,283.2,3365,2
904,147,176.4,1145,1
905,113,135.6,1638,1
906,165,198.0,1190,3
907,235,282.0,2066,1
908,186,223.2,3521,1
909,274,328.8,2949,2
910,163,195.6,1079,2
911,161,193.2,1386,1
912,264,316.8,2336,1
913,255,306.0,3459,2
914,258,309.59999999999997,3928,2
915,261,313.2,2103,2
916,188,225.6,3637,2
917,188,225.6,3072,3
918,160,192.0,1548,2
919,214,256.8,3503,1
920,209,250.79999999999998,3345,2
921,208,249.6,2193,3
922,265,318.0,2557,1
923,161,193.2,1992,3
924,217,260.4,3067,3
925,210,252.0,2444,1
926,179,214.79999999999998,1808,1
927,180,216.0,1165,2
928,153,183.6,1972,1
929,162,194.4,1714,1
930,135,162.0,1898,1
931,242,290.4,2268,2
932,206,247.2,2804,2
933,253,303.59999999999997,2486,2
934,208,249.6,3442,2
935,250,300.0,3798,1
936,143,171.6,1360,2
937,236,283.2,3589,2
938,147,176.4,1956,1
939,113,135.6,1957,1
940,165,198.0,1482,3
941,235,282.0,2020,1
942,186,223.2,3722,1
943,274,328.8,3910,2
944,163,195.6,1547,2
945,161,193.2,1819,1
946,264,316.8,2436,1
947,255,306.0,2894,2
948,258,309.59999999999997,2428,2
949,261,313.2,3308,2
950,188,225.6,2466,2
951,188,225.6,3206,3
952,160,192.0,1952,2
953,214,256.8,2720,1
954,209,250.79999999999998,2948,2
955,208,249.6,2674,3
956,265,318.0,2249,1
957,161,193.2,1075,3
958,217,260.4,2600,3
959,210,252.0,2741,1
960,179,214.79999999999998,1765,1
961,180,216.0,1329,2
962,158,189.6,1936,2
963,291,349.2,1682,2
964,231,277.2,3894,2
965,163,195.6,1470,1
966,146,175.2,1204,1
967,272,326.4,3638,1
968,121,145.2,1839,2
969,118,141.6,1014,1
970,173,207.6,1638,1
971,243,291.59999999999997,2686,1
972,229,274.8,2505,2
973,96,115.19999999999999,1655,2
974,249,298.8,3558,2
975,165,198.0,1966,1
976,223,267.59999999999997,2427,2
977,267,320.4,2949,1
978,140,168.0,1831,1
979,209,250.79999999999998,2075,1
980,243,291.59999999999997,3189,2
981,175,210.0,1276,2
982,133,159.6,1051,1
983,167,200.4,1111,2
984,172,206.4,1052,3
985,257,308.4,2257,1
986,202,242.39999999999998,3857,2
987,223,267.59999999999997,3942,2
988,182,218.4,2592,1
989,234,280.8,2789,2
990,140,168.0,1035,1
991,136,163.2,1548,2
992,210,252.0,2568,2
993,259,310.8,3023,3
994,141,169.2,1012,2
995,151,181.2,1583,2
996,164,196.79999999999998,1423,2
997,141,169.2,1758,2
998,271,325.2,3542,2
999,191,229.2,2544,1
1000,181,217.2,3266,2
1001,241,289.2,2182,1
1002,254,304.8,2837,2
1003,146,175.2,1162,2
